Time,Rounding Mode,fp_X,fp_Y,fp_Z,fp_Z Expected,fp_Z 64 bits
237655, 2, 6eb11f7e, f820d3da, ff800000, ff800000, c2055992fa1a8cc0
237795, 3, e9b6ac74, 83605d59, 2da01982, 2da01982, 3db4033035030a80
237985, 0, ff800000, e199929e, 7f800000, 7f800000, 3db4033035030a80
238165, 3, 1d3e8575, 80000000, 80000000, 80000000, 3db4033035030a80
238215, 4, e88b49da, ff800000, 7f800000, 7f800000, 3db4033035030a80
238375, 0, 792902ab, cbe29a1f, ff800000, ff800000, 3db4033035030a80
238545, 0, 7fc00000, e519b4ad, 7fc00000, 7fc00000, 3db4033035030a80
238745, 4, 80000000, d44b6051, 0, 0, 3db4033035030a80
238905, 4, 72e1e91e, 486b7af4, 7bcfcd7f, 7bcfcd7f, 4779f9afde8f9300
239105, 3, cea5e44c, d652cf9a, 65889bce, 65889bce, 44b11379b7993700
239165, 2, b6a2a95c, 80000000, 0, 0, 44b11379b7993700
239325, 3, e6c3d110, ea7a0777, 7f800000, 7f800000, 44b11379b7993700
239485, 0, 90d4179e, 664b4eb, 80000000, 80000000, 44b11379b7993700
239535, 1, 6b0dbd9f, c516d21f, f0a702e3, f0a702e3, c614e05c78191040
239625, 4, d2c6c2bb, 9c91c0df, 2fe25416, 2fe25416, 3dfc4a82c6b83940
239695, 4, f7737c50, 7f800000, ff800000, ff800000, 3dfc4a82c6b83940
239725, 0, de2a42a4, 7f413174, ff800000, ff800000, 3dfc4a82c6b83940
239775, 4, c8f01422, 0, 80000000, 80000000, 3dfc4a82c6b83940
239895, 4, 1f131d59, f8de73db, d87fac0e, d87fac0e, c30ff581cdc588c0
239995, 0, 2d9524af, 3a73cef1, 288e0a62, 288e0a62, 3d11c14c412b57e0
240045, 0, e315c298, 22b82a9c, c6577995, c6577995, c0caef329be12800
240065, 3, 205f32aa, 7387707c, 546c2b94, 546c2b94, 428d85727b3a9600
240165, 3, b778d09b, 7bbe6791, f3b90f7b, f3b90f7b, c67721ef7cd09960
240295, 2, ed6a9643, 4c1db637, fa108521, fa108521, c74210a40a1d4ca0
240415, 2, dbb9aee4, ceb957c6, 6b066f0c, 6b066f0c, 4560cde19a180b00
240525, 3, 7fc00000, 74094c8, 7fc00000, 7fc00000, 4560cde19a180b00
240585, 3, 2c0c1c6b, c402c4e8, b08f2466, b08f2466, be11e48cc46b3e00
240705, 1, 18c5d997, 61dbad15, 3b29c6e8, 3b29c6e8, 3f6538dd0e5c8c60
240825, 4, e27777f1, c08b53c, af0426ea, af0426ea, bde084dd3ab02f80
240895, 0, 700459e5, 79003b41, 7f800000, 7f800000, bde084dd3ab02f80
241025, 3, 263a65d3, e9c89206, d09209df, d09209df, c212413be9171e40
241215, 1, 9e2af783, 161ad1fd, 80000000, 80000000, c212413be9171e40
241325, 0, b5c2308f, dc79d1dc, 52bd806c, 52bd806c, 4257b00d73af3c80
241425, 4, ac6f5578, 84e24555, 0, 0, 4257b00d73af3c80
241595, 4, b1889e6f, cb61fa4c, 3d7131a6, 3d7131a6, 3fae2634b59bbd00
241685, 4, 169cedea, 5baceb7d, 32d40068, 32d40068, 3e5a800d0f7e5080
241805, 3, da99e996, a38a818c, 3ea68b9c, 3ea68b9c, 3fd4d1736f150200
241975, 3, 7dd2d950, abbf7165, ea1dad87, ea1dad87, c543b5b0f9819200
242095, 3, 764f3a4b, d4889ff3, ff800000, ff800000, c543b5b0f9819200
242275, 3, e22a9fad, 80000000, 0, 0, c543b5b0f9819200
242425, 1, ff800000, cfff317b, 7f800000, 7f800000, c543b5b0f9819200
242585, 0, ac39351c, 27035833, 93be0bf9, 93be0bf9, ba77c17f1ecd2500
242735, 0, 1d0ef969, 972a7bcf, 80000000, 80000000, ba77c17f1ecd2500
242825, 3, c6ace01, 48c9e29, 0, 0, ba77c17f1ecd2500
242855, 3, b145d062, 7ec80296, f09a8ccc, f09a8ccc, c6135199831bad80
243015, 0, 67f9115d, 844aded8, acc56083, acc56082, bd98ac1052e98f00
243115, 2, 530eb368, f648434, 22fec2f4, 22fec2f4, 3c5fd85e87844800
243195, 4, 9b80ada9, d7fc3056, 33fd867c, 33fd867c, 3e7fb0cf8981b180
243345, 3, c1dd7f77, 3ebe6c34, c124c239, c124c239, c024984722c30580
243545, 0, b01a862c, 5d23d88f, cdc5cc4b, cdc5cc4b, c1b8b9896284a500
243565, 2, b05529a7, 401fb03, 80000000, 80000000, c1b8b9896284a500
243665, 4, aae573a2, d7cb8194, 433666d5, 433666d5, 4066ccdaac2f7500
243855, 0, 913eb278, 745216d6, c61c7f69, c61c7f69, c0c38fed25f00a00
244045, 1, 0, 5a61a98, 0, 0, c0c38fed25f00a00
244105, 4, 7aac4a46, d868b644, ff800000, ff800000, c0c38fed25f00a00
244295, 1, 63fde88a, aa4631fd, cec4936f, cec4936f, c1d8926de5a74c40
244375, 2, 6ecf6992, d7aada9c, ff800000, ff800000, c1d8926de5a74c40
244575, 3, f7b75555, d7eb15c5, 7f800000, 7f800000, c1d8926de5a74c40
244685, 0, 0, 9393ad9a, 80000000, 80000000, c1d8926de5a74c40
244815, 2, 99390df2, b705de9, 80000000, 80000000, c1d8926de5a74c40
244975, 1, 6e8c6875, 7097d6b4, 7f800000, 7f800000, c1d8926de5a74c40
245145, 0, 6f3bb9a3, 2e76e91e, 5e350f55, 5e350f54, 43c6a1ea92e38340
245315, 4, 66652bb1, 79ec612c, 7f800000, 7f800000, 43c6a1ea92e38340
245475, 4, 992f301d, 8629beaf, 0, 0, 43c6a1ea92e38340
245595, 4, 91e37eff, 349bccc3, 870a73db, 870a73db, b8e14e7b5c3e07a0
245635, 3, b31f2019, cdd3200d, 41833b61, 41833b61, 4030676c165828a0
245715, 1, 4e1c9c11, 7fc00000, 7fc00000, 7fc00000, 4030676c165828a0
245765, 4, fd4dfc8, c798eef0, 97fe571d, 97fe571d, baffcae3976ee000
245935, 0, 7ccac439, d50c28cd, ff800000, ff800000, baffcae3976ee000
246035, 1, 24b4b635, 6234877d, 477edf83, 477edf83, 40efdbf065bab840
246125, 3, 7fc00000, 7770e5d1, 7fc00000, 7fc00000, 40efdbf065bab840
246225, 4, 8671b870, 31caedb0, 80000000, 80000000, 40efdbf065bab840
246405, 1, ee9f3231, 7263b730, ff800000, ff800000, 40efdbf065bab840
246485, 2, 95ef63b8, 651996bf, bb8f9f91, bb8f9f91, bf71f3f20026c900
246615, 2, b08d89cb, 671c9677, d82d2651, d82d2651, c305a4ca0effd740
246815, 2, a1d61ff0, e95dc9ae, 4bb98242, 4bb98242, 4177304859a4a400
246965, 3, df4e4d69, 7568447e, ff800000, ff800000, 4177304859a4a400
247105, 3, 884c43e2, a39a3df5, 0, 0, 4177304859a4a400
247125, 4, b245eae7, 222d118d, 9505cd50, 9505cd50, baa0b9a9f6d70760
247285, 4, 74f7f7f, 2611cc2, 0, 0, baa0b9a9f6d70760
247485, 4, ff800000, 98f7d10c, 7f800000, 7f800000, baa0b9a9f6d70760
247575, 4, 29fa5874, d8b50c09, c3310c4f, c3310c4f, c0662189ded18280
247605, 2, 47312444, f5eb894e, fda2fb4d, fda2fb4d, c7b45f6999ae1700
247775, 3, d29df9a, 65973bc4, 3348b519, 3348b519, 3e6916a31b6bfa00
247815, 3, 9ae73868, fcdd50b1, 5847e494, 5847e494, 4308fc9268cffd00
247875, 4, 6c5c9ab1, 1bc55f4c, 48aa1529, 48aa1529, 411542a523537180
247935, 4, 8a6df3fa, d84ec6e, 80000000, 80000000, 411542a523537180
248105, 4, fc549c36, 28386f50, e5192cb9, e5192cb9, c4a325971f875c00
248145, 0, 9f750230, 3651aa59, 9648a9d2, 9648a9d2, bac9153a3a345600
248215, 1, 68ca8db2, 814433d9, aa9b3d82, aa9b3d82, bd5367b046923c40
248405, 1, 7f800000, 80000000, 7fc00000, 7fc00000, bd5367b046923c40
248575, 2, d207a671, 99fc09ca, 2c858d07, 2c858d07, 3d90b1a0e3e9c540
248645, 3, 9706c8e5, 745cd800, cbe88cbc, cbe88cbc, c17d1197934e0000
248715, 0, 7fc00000, 6a41d2d7, 7fc00000, 7fc00000, c17d1197934e0000
248735, 0, ce4510f9, 31e2f32a, c0aeb42b, c0aeb42b, c015d68568647b40
248905, 0, 52f8dff7, 7e1e1246, 7f800000, 7f800000, c015d68568647b40
248945, 2, 8c3895c7, e4f482cc, 31b04d10, 31b04d10, 3e3609a21a4d1280
249135, 1, 3293427d, b359ea05, a67ab3f3, a67ab3f3, bccf567e66e39c40
249235, 4, da2f9579, f9e47245, 7f800000, 7f800000, bccf567e66e39c40
249355, 0, ba354d2e, ff800000, 7f800000, 7f800000, bccf567e66e39c40
249385, 0, 367c313f, 3e6c4e8d, 3568cac8, 3568cac8, 3ead1958ff8a3660
249445, 2, c0033d0b, c01f7ead, 40a387b5, 40a387b5, 401470f6a42a9bc0
249635, 0, 5ca12839, e9456e2b, ff800000, ff800000, 401470f6a42a9bc0
249745, 1, 1bd7c4b1, ca1a4782, a6820897, a6820897, bcd04112f31f1c40
249895, 2, e54ffc4e, 1090c5b6, b66b3d1a, b66b3d1a, becd67a339595d00
249995, 0, 7e7a3b89, 26d17a11, 65ccc1ec, 65ccc1ec, 44b9983d7ac7c320
250155, 4, df6ec22f, 533dd500, f3310c04, f3310c04, c666218088836000
250205, 1, 8b7fb783, 19347d09, 80000000, 80000000, c666218088836000
250245, 4, a3b9eb1f, 8d41de39, 0, 0, c666218088836000
250385, 4, cbb24e00, 62ca2c9b, ef0cd09d, ef0cd09d, c5e19a13aba74000
250465, 0, 1ed53073, 1e91935, 0, 0, c5e19a13aba74000
250545, 3, 7387ae8c, 716ae9dd, 7f800000, 7f800000, c5e19a13aba74000
250695, 2, 453135f8, c18b4591, c740d0ec, c740d0ec, c0e81a1d64da5e00
250735, 1, eff98b18, 804a2f5, b8814a91, b8814a91, bf10295226e9bf00
250905, 3, 2d6a26c8, 62b88495, 50a8c525, 50a8c525, 421518a480f64d00
250985, 4, 1375af2, 3d5ce66d, 0, 0, 421518a480f64d00
251105, 3, ffc00000, d697a538, 7fc00000, 7fc00000, 421518a480f64d00
251175, 1, f1f4feaa, c3b693, b33b4cb5, b33b4cb5, be676996a722f3c0
251325, 0, 6e0bc167, ec5558f8, ff800000, ff800000, be676996a722f3c0
251435, 0, 86e9b66c, abb5fac1, 0, 0, be676996a722f3c0
251495, 4, 7b157dcb, 81e20146, bd83f9cc, bd83f9cc, bfb07f3972861040
251515, 1, c8f03b38, 6f4f618f, f8c29b6e, f8c29b6e, c718536ddd298900
251635, 4, c4c5b45, 821f27c4, 80000000, 80000000, c718536ddd298900
251795, 2, 2e7498f, dcf20878, a05aab30, a05aab30, bc0b5565fc9e6100
251955, 4, 54517f27, 9a79d0a7, af4c6f6d, af4c6f6d, bde98ded9d144e20
251995, 3, aef31135, 99be6dd4, 934cf0d, 934cf0d, 392699e19e7a1c80
252035, 0, f8a0fc0b, 6f4dcd82, ff800000, ff800000, 392699e19e7a1c80
252085, 1, 3e192013, 80000000, 80000000, 80000000, 392699e19e7a1c80
252165, 3, 3857ea78, d4223ba3, cd08d4ac, cd08d4ac, c1a11a958e7e4d00
252225, 2, 0, b138839, 0, 0, c1a11a958e7e4d00
252305, 3, ab5d29a8, 43762e43, af54adfe, af54adfe, bdea95bfd9c2df00
252485, 2, c0adc129, 3bc7a7bb, bd0782ff, bd0782ff, bfa0f05fd99afe60
252555, 0, 4f9095a2, fa12b365, ff800000, ff800000, bfa0f05fd99afe60
252575, 1, c8096da4, 1088f39c, 99130a0b, 99130a0b, bb2261417c5efc00
252605, 3, 563f5231, 7f800000, 7f800000, 7f800000, bb2261417c5efc00
252755, 1, 157d9cd4, 94e0d6f6, 80000000, 80000000, bb2261417c5efc00
252785, 3, 3e5857a, 74ac7fb5, 391aa82e, 391aa82e, 3f235505aedca840
252885, 3, 6f35af59, fbf52c45, ff800000, ff800000, 3f235505aedca840
252935, 0, a8724c31, b59d76b4, 1e950914, 1e950914, 3bd2a12271250e80
253055, 2, 1136e6cb, e9a3ada9, bb69e20c, bb69e20c, bf6d3c417da2c0c0
253095, 0, a35355eb, a4d33887, 8ae5e7b, 8ae5e7b, 3915cbcf5dd6dda0
253155, 3, 10c1f2ee, 50ca1293, 221917c3, 221917c3, 3c4322f847e75540
253225, 1, dade9e0e, b064e091, 4bc7080c, 4bc7080c, 4178e1019b78bdc0
253405, 3, 214dd704, 27bfbbff, 99a2a96, 99a2a96, 39334552a2a31f80
253525, 1, 8372a401, 919d29a, 80000000, 80000000, 39334552a2a31f80
253555, 3, 7fc00000, bf28509b, 7fc00000, 7fc00000, 39334552a2a31f80
253725, 1, ffc00000, 51835100, 7fc00000, 7fc00000, 39334552a2a31f80
253815, 4, a53523e7, f32bc8bd, 58f31a0a, 58f31a0a, 431e6341453e62c0
253965, 0, 3cd2c4f7, aad0f8b2, a82c0cca, a82c0cca, bd058199418777c0
254035, 0, b2e7aa69, 94e0b893, 84b5c23, 84b5c23, 39096b846c4a4960
254165, 0, d7cac58f, f0cdfa5d, 7f800000, 7f800000, 39096b846c4a4960
254245, 2, a322091f, bfee8435, 2396f829, 2396f829, 3c72df05223bed60
254305, 4, 52b9b4ff, b1b31c76, c501ee34, c501ee34, c0a03dc6764a3140
254495, 3, 88f43a8e, 5cf72954, a66bcbec, a66bcbec, bccd797d90be9300
254595, 2, ae206a30, ff800000, 7f800000, 7f800000, bccd797d90be9300
254745, 3, b491df3e, 77adaa35, ecc5e9b2, ecc5e9b2, c598bd365618f580
254875, 1, f3a3a915, ba351141, 6e678327, 6e678327, 45ccf064e854d540
254915, 3, db17ef67, 2dc6f88d, c96c2d5a, c96c2d5a, c12d85ab5128eec0
254995, 2, e57a947d, f427dad9, 7f800000, 7f800000, c12d85ab5128eec0
255045, 4, a04c0ee3, 4ca0748, 80000000, 80000000, c12d85ab5128eec0
255175, 3, 8d7ff7f5, 31db4768, 80000000, 80000000, c12d85ab5128eec0
255375, 1, 699f2f2d, f69ec8fc, ff800000, ff800000, c12d85ab5128eec0
255395, 1, 62f7b990, 57e306d6, 7b5bb028, 7b5bb028, 476b760503cfcc00
255525, 4, 4eee0eda, 267aea2b, 35e95442, 35e95442, 3ebd2a884e7853c0
255655, 0, 964b538, 36026bb7, 0, 0, 3ebd2a884e7853c0
255775, 4, 76d89188, 0, 0, 0, 3ebd2a884e7853c0
255815, 3, e5452edc, 41e66b17, e7b17a95, e7b17a95, c4f62f52bea53880
255915, 1, 3de719eb, c0f429e1, bf5c6a82, bf5c6a82, bfeb8d50480d5160
255995, 3, 39695a49, c58d351d, bf80b724, bf80b724, bff016e48aaae8a0
256105, 4, 288f6e39, 2c4701a0, 155eff2f, 155eff2f, 3aabdfe5d8872800
256285, 1, d6a7c09d, 256382b5, bc951571, bc951571, bf92a2ae343d2020
256485, 4, 14d3be32, c4f59ff9, 9a4b2957, 9a4b2957, bb49652adde19440
256615, 0, 15d72dad, 1d9f1f69, 0, 0, bb49652adde19440
256705, 4, 511be10d, 56a521f2, 68491971, 68491971, 4509232e2f9ad280
256775, 4, dd63d2ef, 2b4374d9, c92df1a9, c92df1a9, c125be3517e312e0
256835, 1, 80000000, e560d77a, 0, 0, c125be3517e312e0
257005, 4, ee5c631b, 547f561c, ff800000, ff800000, c125be3517e312e0
257135, 2, f401b72a, c206de3e, 7688acf8, 7688acf8, 46d1159f0f320b00
257245, 3, 872c381, bebd85f4, 87b3b95d, 87b3b95d, b8f6772ba62b7e80
257275, 0, d215ce9e, ee3098f6, 7f800000, 7f800000, b8f6772ba62b7e80
257375, 3, a228efe3, 22626a61, 851569f9, 851569f9, b8a2ad3f379c6060
257535, 0, 2324cd76, 406e650d, 24197811, 24197811, 3c832f02243f9fc0
257615, 3, e2712263, 6e3ee6de, ff800000, ff800000, 3c832f02243f9fc0
257745, 1, 68c43ff8, 88ad7479, b204f884, b204f884, be409f108ad38700
257825, 4, 3a649800, 8a28c711, 8516b581, 8516b581, b8a2d6b02ac30000
257925, 4, 64515d17, a08ca20d, c56606e0, c56606e0, c0acc0dc07920ac0
258065, 1, 27dfcd49, 259e2a59, e0a45b8, e0a45b8, 39c148b7114b0c20
258175, 0, fe6823d, 5ba0d446, 2c10d089, 2c10d089, 3d821a11204415c0
258315, 1, 17f1e9ef, 5ff42ce6, 3866bd65, 3866bd65, 3f0cd7acab281740
258395, 3, 9b8179e6, 6dc46629, c9c6a9fe, c9c6a9fe, c138d53fd98a7580
258505, 0, 2a9a3806, 0, 0, 0, c138d53fd98a7580
258605, 3, f1a9f7e2, ad278197, 5f5e6d7e, 5f5e6d7e, 43ebcdafa6061380
258705, 3, 100ef4db, 8580e144, 80000000, 80000000, 43ebcdafa6061380
258895, 1, 97815719, b9d2105a, 11d4436a, 11d4436a, 3a3a886d5b0bb280
258985, 0, 88270ff4, 217816a3, 80000000, 80000000, 3a3a886d5b0bb280
259105, 2, 269ac74f, 98fc6681, 80000000, 80000000, 3a3a886d5b0bb280
259165, 4, 128e4ce0, 7d5877f3, 5070a714, 5070a714, 420e14e273c62800
259255, 3, cfce282c, b5d5ae77, 462c13ec, 462c13ec, 40c5827d77d28e80
259325, 0, 97048b2c, 175ed319, 80000000, 80000000, 40c5827d77d28e80
259515, 2, 712e79d2, f3b661ce, ff800000, ff800000, 40c5827d77d28e80
259705, 3, 10fc202, d812ae5e, 99a4bd1f, 99a4bd1f, bb3497a3f2a62f00
259795, 4, 26331e39, 2573c84a, c2a91d3, c2a91d3, 3985523a6fc88f40
259815, 2, cd16ca35, 3a5149dd, c7f68d2f, c7f68d2f, c0fed1a5c6ab3040
259975, 1, 79e212cb, 655ad41, 40bcb2a3, 40bcb2a3, 40179654601e9160
260175, 0, 83f56c1e, b3227468, 0, 0, 40179654601e9160
260315, 1, 847372fa, 68b073c, 80000000, 80000000, 40179654601e9160
260465, 3, ff800000, 5d01984f, ff800000, ff800000, 40179654601e9160
260645, 1, 9e2166e2, 3461afe9, 930e4a54, 930e4a54, ba61c94a9ba43640
260665, 2, 1114ef1e, 2b30dc4b, 0, 0, ba61c94a9ba43640
260865, 1, 39eed47e, f116febf, eb8cde2a, eb8cde2a, c5719bc55b31c040
260925, 4, ff800000, ff800000, 7f800000, 7f800000, c5719bc55b31c040
261125, 4, ff800000, 7910134, ff800000, ff800000, c5719bc55b31c040
261165, 0, ffc00000, 2f6fbddc, 7fc00000, 7fc00000, c5719bc55b31c040
261355, 4, ffc00000, 34dbfbf8, 7fc00000, 7fc00000, c5719bc55b31c040
261485, 1, 9a8e8a23, f43335da, 4f479124, 4f479124, 41e8f2249cf83380
261665, 2, 6cb7dc07, e3d2c756, ff800000, ff800000, 41e8f2249cf83380
261805, 1, 5447208, 57271a3b, 1d003a84, 1d003a84, 3ba007508262fb00
261975, 1, 5cae2e80, 7a06a68c, 7f800000, 7f800000, 3ba007508262fb00
262135, 3, 5b118201, 3235265c, 4dcded71, 4dcded71, 41b9bdae12f79700
262195, 2, 791f1ebe, 274d206a, 60feff87, 60feff87, 441fdff0f81eab00
262335, 3, 86e5dcde, ef282f30, 36970351, 36970351, 3ed2e06a0ac57400
262375, 4, 28c28b87, 13bd73f9, 0, 0, 3ed2e06a0ac57400
262445, 4, 571e292f, 44fd46a5, 5c9c7a59, 5c9c7a59, 43938f4b14cca960
262615, 2, 300e4182, a8c88bfa, 995ee1ed, 995ee1ed, bb2bdc3d8363bd00
262795, 4, b460d6b8, c3c2e457, 38ab2b43, 38ab2b43, 3f156568629b1100
262935, 4, c5a7ce88, 0, 80000000, 80000000, 3f156568629b1100
263115, 2, 22435933, 61d1f421, 44a0361c, 44a0361c, 409406c39ac37260
263305, 4, ff800000, b3ea8ea6, 7f800000, 7f800000, 409406c39ac37260
263325, 4, 18a07b05, 43a03f7a, 1cc8e95c, 1cc8e95c, 3b991d2b7836d880
263365, 4, 230fddb3, 98493f20, 80000000, 80000000, 3b991d2b7836d880
263475, 1, 2cc57feb, d242be5a, bf963dca, bf963dca, bff2c7b94eac53c0
263525, 2, 534c5ec0, e4a9f43d, f887ad88, f887ad88, c710f5b0f8327800
263635, 4, cb3293d6, 5564c363, e11f93f6, e11f93f6, c423f27ec865b840
263725, 4, 161749be, ed6fc65b, c40db311, c40db311, c081b66226455140
263905, 1, a934edd9, 6e0defd7, d7c8a105, d7c8a105, c2f91420a1960fc0
263945, 2, bde55424, f77de834, 75e3742a, 75e3742a, 46bc6e854d36ea00
264145, 2, d7ab8c8f, 764047d6, ff800000, ff800000, 46bc6e854d36ea00
264325, 3, bfd1c5c9, c9911343, 49edc19f, 49edc19f, 413db833db6ba6c0
264475, 4, 2bbdd754, 96c84474, 831482fd, 831482fd, b862905f9afc4200
264535, 0, fa50126c, 8aa3d357, 45852781, 45852781, 40b0a4f01528d680
264705, 0, 185e036e, 5a3973cc, 3320d4e7, 3320d4e7, 3e641a9cde64b500
264775, 0, 6c4b3d26, 0, 0, 0, 3e641a9cde64b500
264875, 4, b1064f8a, 4ee06b0e, c06b7b87, c06b7b87, c00d6f70d5c1e300
264955, 4, b7341f4e, 557eb70b, cd3337da, cd3337da, c1a666fb30434b40
265115, 4, e675dfd4, 422a533a, e9239692, e9239692, c52472d241ce4100
265145, 4, f61dcdec, 34867439, eb25c2dc, eb25c2dc, c564b85b7e726300
265255, 2, 7fc00000, 23d6908e, 7fc00000, 7fc00000, c564b85b7e726300
265385, 3, 54feae48, b2cf2c7a, c84e1b2b, c84e1b2b, c109c365716dca00
265505, 3, ff800000, ff800000, 7f800000, 7f800000, c109c365716dca00
265685, 3, 8cfe6f55, e3ee0e89, 316c99f4, 316c99f4, 3e2d933e68c74fa0
265705, 0, d795e00, 490d16a3, 17096ed3, 17096ed3, 3ae12dda5b5b4000
265875, 3, b6d905a8, bb830ba3, 32de2f85, 32de2f85, 3e5bc5f099347e00
265895, 1, 89aa4254, a0f37d2d, 0, 0, 3e5bc5f099347e00
266055, 4, cc5ad16a, 3bf0c52a, c8cdccda, c8cdccda, c119b99b4d9dac80
266235, 2, 39d2af8e, 32b16168, 2d11fb8b, 2d11fb8b, 3da23f716943f600
266405, 4, 5407fb84, 547116e7, 69000ff2, 69000ff2, 452001fe32a98380
266465, 4, 14fcae3d, 356fb3dd, aec9833, aec9833, 395d93065d423520
266665, 3, 42bb5db3, 0, 0, 0, 395d93065d423520
266845, 3, 8c446dda, 6668f883, b332c23c, b332c23c, be6658478fecd1c0
266895, 2, dc71819a, 0, 80000000, 80000000, be6658478fecd1c0
266935, 2, 3488ded5, abaaf1b4, a0b6ca67, a0b6ca67, bc16d94cdd4cb100
266995, 2, 32a73a1e, 4e4933ed, 41836e8c, 41836e8c, 40306dd19e58f8c0
267195, 0, 501ed34a, de9d0256, ef42d20f, ef42d20f, c5e85a41d8e3b700
267225, 4, 215b4e07, 0, 0, 0, c5e85a41d8e3b700
267415, 3, 1565e18a, bbdc4bae, 91c5d1c7, 91c5d1c7, ba38ba38fd573980
267575, 1, cc47283e, 6c2082e, 9396f2dc, 9396f2dc, ba72de5b80e56480
267605, 2, 4f1ce212, 71b9e73c, 7f800000, 7f800000, ba72de5b80e56480
267755, 1, ce29c299, 1bf9a5a5, aaa58c1e, aaa58c1e, bd54b183d50133a0
267825, 1, 23c08e8f, 29118f45, d5af905, d5af905, 39ab5f20a1d362c0
267975, 1, eb3121b1, ff800000, 7f800000, 7f800000, 39ab5f20a1d362c0
268095, 1, cdd0897e, 93ea42f, 979b4bc9, 979b4bc9, baf369793c3ec440
268185, 0, 52a3d3e, 5005a773, 15b1c257, 15b1c257, 3ab6384ae8bd3680
268365, 4, 56ab8ddb, 4f5fffd, 1c24da4e, 1c24da4e, 3b849b49cdeacde0
268455, 4, 6dbf1e07, 51688ffa, 7f800000, 7f800000, 3b849b49cdeacde0
268575, 2, 9d6ebb11, 3473b73a, 9263466f, 9263466f, ba4c68cdde511b40
268745, 0, 180032c7, 2110ed07, 0, 0, ba4c68cdde511b40
268775, 3, c6f5a356, 8ad39909, 124b0878, 124b0878, 3a49610ee46480c0
268875, 4, 0, 6638580d, 0, 0, 3a49610ee46480c0
269065, 3, 3c0e871f, 0, 0, 0, 3a49610ee46480c0
269215, 3, 762220af, c6d669b3, fd87ca43, fd87ca43, c7b0f94861d42ba0
269375, 2, 211c16d9, 80000000, 80000000, 80000000, c7b0f94861d42ba0
269415, 0, 74e297e7, e7d95bb1, ff800000, ff800000, c7b0f94861d42ba0
269565, 2, 5f098bb4, c1d5f607, e165eada, e165eada, c42cbd5b31727b00
269645, 3, d074d33b, dfae0975, 70a6709e, 70a6709e, 4614ce13ad739ee0
269825, 2, 3c2fd805, 33e1b149, 309b06a2, 309b06a2, 3e1360d45ca1cda0
269845, 0, f5eec03c, fec719e2, 7f800000, 7f800000, 3e1360d45ca1cda0
269875, 3, 2fe84fb4, 7fc00000, 7fc00000, 7fc00000, 3e1360d45ca1cda0
269895, 4, a0567945, a5d2bbf5, 6b08cf2, 6b08cf2, 38d6119e4e2ec120
269935, 4, 11eae02, 673a83ed, 28e73867, 28e73867, 3d1ce70cd9877680
270015, 4, f5765821, a916ab18, 5f10fc47, 5f10fc47, 43e21f88e989c300
270085, 0, 5aefdbe7, 349b4b09, 50118073, 50118073, 4202300e570d03e0
270115, 2, 80000000, 5d264cd, 80000000, 80000000, 4202300e570d03e0
270215, 4, f2f9e19c, b75a48e4, 6ad51145, 6ad51145, 455aa2289b19de00
270405, 3, 36867c03, 2abdcc06, 21c76979, 21c76979, 3c38ed2f0c130480
270595, 3, ff6c08f0, af59b44, cae273b5, cae273b5, c15c4e76b975f800
270695, 2, c11dcd2e, b1546688, 3302ed1d, 3302ed1d, 3e605da3b5aa8e00
270765, 1, 3fe5c567, 7f421cdf, 7f800000, 7f800000, 3e605da3b5aa8e00
270895, 0, 957579f2, 78c033c5, ceb84d1a, ceb84d1a, c1d709a33641a740
271075, 2, d1176879, b87d937d, 4a15f97a, 4a15f97a, 4142bf2f500fc2a0
271245, 1, 88d56e4e, 3f7bf72a, 88d21136, 88d21136, b91a4226dd6b5980
271385, 2, ffc00000, 0, 7fc00000, 7fc00000, b91a4226dd6b5980
271405, 1, 45941265, a8df2592, af0111c1, af0111c1, bde0223822c2d340
271455, 0, d422b576, 7c40845f, ff800000, ff800000, bde0223822c2d340
271615, 3, 99ce4b47, 70af8b22, cb0d7593, cb0d7593, c161aeb279d18dc0
271715, 3, 933a762b, 80000000, 0, 0, c161aeb279d18dc0
271875, 2, eca5d751, e1f6bf71, 7f800000, 7f800000, c161aeb279d18dc0
272035, 0, 21d021cf, b8c66c5d, 9b215240, 9b215240, bb642a47ff338660
272175, 3, 8333abbd, d95216f0, 1d1372fb, 1d1372fb, 3ba26e5f47a7e600
272285, 0, 7f800000, 308116eb, 7f800000, 7f800000, 3ba26e5f47a7e600
272315, 0, bdd2598b, 23294fde, a18b1ebd, a18b1ebd, bc3163d799d17140
272475, 3, f24057f3, 9979b95f, 4c3ba0d3, 4c3ba0d3, 4187741a4947c5a0
272595, 4, d964d47b, 4941029a, e32c8684, e32c8684, c46590d08178ffc0
272775, 4, b5236e8d, ff800000, 7f800000, 7f800000, c46590d08178ffc0
272895, 2, 2def1fd5, 25767e24, 13e63e69, 13e63e69, 3a7cc7cd3f29fe80
272995, 1, 4b324fa8, 6199e636, 6d5663e9, 6d5663e9, 45aacc7d256f5c00
273185, 1, f61a3ffa, 697ee43d, ff800000, ff800000, 45aacc7d256f5c00
273315, 1, 8824f5ac, f2102996, 3ab9c9f9, 3ab9c9f9, 3f57393f301fb200
273485, 3, b4cd94b3, db5a0ba3, 50af19f9, 50af19f9, 4215e33f16ebdf20
273535, 0, 5592169a, b22fc86e, c8489fa7, c8489fa7, c10913f4ed018b00
